9355: Flags [P.], seq 15041528:15041876, ack 8929, win 501, length 348
20:22:31.335133 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15071560:15071764, ack 8929, win 501, length 204
20:22:31.335187 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15071764:15071968, ack 8929, win 501, length 204
20:22:31.335252 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15071968:15072172, ack 8929, win 501, length 204
20:22:31.335317 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15072172:15072376, ack 8929, win 501, length 204
20:22:31.335374 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15072376:15072580, ack 8929, win 501, length 204
20:22:31.335432 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15072580:15072784, ack 8929, win 501, length 204
20:22:31.335489 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15072784:15072988, ack 8929, win 501, length 204
20:22:31.335548 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15072988:15073192, ack 8929, win 501, length 204
20:22:31.335609 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15073192:15073396, ack 8929, win 501, length 204
20:22:31.335664 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15073396:15073600, ack 8929, win 501, length 204
20:22:31.335723 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15073600:15073804, ack 8929, win 501, length 204
20:22:31.335755 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15060112, win 516, length 0
20:22:31.335812 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15073804:15074152, ack 8929, win 501, length 348
20:22:31.335871 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15074152:15074356, ack 8929, win 501, length 204
20:22:31.335928 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15074356:15074560, ack 8929, win 501, length 204
20:22:31.335986 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15074560:15074764, ack 8929, win 501, length 204
20:22:31.336042 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15074764:15074968, ack 8929, win 501, length 204
20:22:31.336096 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15074968:15075172, ack 8929, win 501, length 204
20:22:31.336153 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15075172:15075376, ack 8929, win 501, length 204
20:22:31.336207 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15075376:15075580, ack 8929, win 501, length 204
20:22:31.336262 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15075580:15075784, ack 8929, win 501, length 204
20:22:31.336316 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15075784:15075988, ack 8929, win 501, length 204
20:22:31.336375 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15075988:15076192, ack 8929, win 501, length 204
20:22:31.336433 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15076192:15076396, ack 8929, win 501, length 204
20:22:31.336487 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15076396:15076600, ack 8929, win 501, length 204
20:22:31.336542 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15076600:15076804, ack 8929, win 501, length 204
20:22:31.336600 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15076804:15077008, ack 8929, win 501, length 204
20:22:31.336657 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15077008:15077212, ack 8929, win 501, length 204
20:22:31.336713 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15077212:15077416, ack 8929, win 501, length 204
20:22:31.336770 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15077416:15077620, ack 8929, win 501, length 204
20:22:31.336827 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15077620:15077824, ack 8929, win 501, length 204
20:22:31.336882 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15077824:15078028, ack 8929, win 501, length 204
20:22:31.336942 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15078028:15078232, ack 8929, win 501, length 204
20:22:31.337002 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15078232:15078436, ack 8929, win 501, length 204
20:22:31.337019 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15060316, win 515, length 0
20:22:31.337020 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15062092, win 516, length 0
20:22:31.337020 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15065704, win 516, length 0
20:22:31.337020 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15067480, win 516, length 0
20:22:31.337124 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15069316, win 516, length 0
20:22:31.337152 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15078436:15079224, ack 8929, win 501, length 788
20:22:31.337212 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15079224:15079572, ack 8929, win 501, length 348
20:22:31.337269 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15079572:15079776, ack 8929, win 501, length 204
20:22:31.337324 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15079776:15079980, ack 8929, win 501, length 204
20:22:31.337383 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [P.], seq 8929:8965, ack 15069316, win 516, length 36
20:22:31.337415 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15079980:15080184, ack 8965, win 501, length 204
20:22:31.337463 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15080184:15080388, ack 8965, win 501, length 204
20:22:31.337544 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15080388:15080760, ack 8965, win 501, length 372
20:22:31.337603 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15080760:15080964, ack 8965, win 501, length 204
20:22:31.337660 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15080964:15081168, ack 8965, win 501, length 204
20:22:31.337716 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15081168:15081372, ack 8965, win 501, length 204
20:22:31.337778 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15081372:15081576, ack 8965, win 501, length 204
20:22:31.337833 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15081576:15081780, ack 8965, win 501, length 204
20:22:31.337887 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15081780:15081984, ack 8965, win 501, length 204
20:22:31.337945 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15081984:15082188, ack 8965, win 501, length 204
20:22:31.337999 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15082188:15082392, ack 8965, win 501, length 204
20:22:31.338058 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15082392:15082596, ack 8965, win 501, length 204
20:22:31.338118 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15082596:15082800, ack 8965, win 501, length 204
20:22:31.338173 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15082800:15083004, ack 8965, win 501, length 204
20:22:31.338227 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15083004:15083208, ack 8965, win 501, length 204
20:22:31.338282 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15083208:15083412, ack 8965, win 501, length 204
20:22:31.338338 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15083412:15083616, ack 8965, win 501, length 204
20:22:31.338393 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15083616:15083820, ack 8965, win 501, length 204
20:22:31.338453 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15083820:15084024, ack 8965, win 501, length 204
20:22:31.338508 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15084024:15084228, ack 8965, win 501, length 204
20:22:31.338563 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15084228:15084432, ack 8965, win 501, length 204
20:22:31.338624 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15084432:15084636, ack 8965, win 501, length 204
20:22:31.338700 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15084636:15084840, ack 8965, win 501, length 204
20:22:31.338756 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15084840:15085044, ack 8965, win 501, length 204
20:22:31.338813 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15085044:15085248, ack 8965, win 501, length 204
20:22:31.338870 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15085248:15085452, ack 8965, win 501, length 204
20:22:31.338928 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15085452:15085656, ack 8965, win 501, length 204
20:22:31.339017 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15085656:15085860, ack 8965, win 501, length 204
20:22:31.339073 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15085860:15086064, ack 8965, win 501, length 204
20:22:31.339129 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15086064:15086268, ack 8965, win 501, length 204
20:22:31.339185 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15086268:15086472, ack 8965, win 501, length 204
20:22:31.339242 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15086472:15086676, ack 8965, win 501, length 204
20:22:31.339271 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15071560, win 516, length 0
20:22:31.339337 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15086676:15087024, ack 8965, win 501, length 348
20:22:31.339400 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15087024:15087228, ack 8965, win 501, length 204
20:22:31.339461 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15087228:15087432, ack 8965, win 501, length 204
20:22:31.339506 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15074968, win 516, length 0
20:22:31.339506 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15075580, win 513, length 0
20:22:31.339506 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15077416, win 516, length 0
20:22:31.339541 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15087432:15087636, ack 8965, win 501, length 204
20:22:31.339625 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15087636:15088280, ack 8965, win 501, length 644
20:22:31.339682 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15088280:15088484, ack 8965, win 501, length 204
20:22:31.339736 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15088484:15088688, ack 8965, win 501, length 204
20:22:31.339792 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15088688:15088892, ack 8965, win 501, length 204
20:22:31.339846 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15088892:15089096, ack 8965, win 501, length 204
20:22:31.339906 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15089096:15089300, ack 8965, win 501, length 204
20:22:31.339964 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15089300:15089504, ack 8965, win 501, length 204
20:22:31.340022 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15089504:15089708, ack 8965, win 501, length 204
20:22:31.340088 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15089708:15089912, ack 8965, win 501, length 204
20:22:31.340145 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15089912:15090116, ack 8965, win 501, length 204
20:22:31.340201 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15090116:15090320, ack 8965, win 501, length 204
20:22:31.340259 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15090320:15090524, ack 8965, win 501, length 204
20:22:31.340315 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15090524:15090728, ack 8965, win 501, length 204
20:22:31.340372 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15090728:15090932, ack 8965, win 501, length 204
20:22:31.340428 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15090932:15091136, ack 8965, win 501, length 204
20:22:31.340483 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15091136:15091340, ack 8965, win 501, length 204
20:22:31.340546 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15091340:15091544, ack 8965, win 501, length 204
20:22:31.340603 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15091544:15091748, ack 8965, win 501, length 204
20:22:31.340634 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15079980, win 516, length 0
20:22:31.340688 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15091748:15092096, ack 8965, win 501, length 348
20:22:31.340753 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15092096:15092300, ack 8965, win 501, length 204
20:22:31.340812 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15092300:15092504, ack 8965, win 501, length 204
20:22:31.340927 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15092504:15092708, ack 8965, win 501, length 204
20:22:31.340989 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15092708:15092912, ack 8965, win 501, length 204
20:22:31.341050 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15092912:15093116, ack 8965, win 501, length 204
20:22:31.341113 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15093116:15093320, ack 8965, win 501, length 204
20:22:31.341172 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15093320:15093524, ack 8965, win 501, length 204
20:22:31.341228 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15093524:15093728, ack 8965, win 501, length 204
20:22:31.341285 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15093728:15093932, ack 8965, win 501, length 204
20:22:31.341341 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15093932:15094136, ack 8965, win 501, length 204
20:22:31.341396 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15094136:15094340, ack 8965, win 501, length 204
20:22:31.341451 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15094340:15094544, ack 8965, win 501, length 204
20:22:31.341505 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15081168, win 511, length 0
20:22:31.341550 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15094544:15094892, ack 8965, win 501, length 348
20:22:31.341607 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15094892:15095096, ack 8965, win 501, length 204
20:22:31.341630 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15085248, win 516, length 0
20:22:31.341693 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15095096:15095444, ack 8965, win 501, length 348
20:22:31.341755 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15095444:15095648, ack 8965, win 501, length 204
20:22:31.341815 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15095648:15095852, ack 8965, win 501, length 204
20:22:31.341902 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15095852:15096056, ack 8965, win 501, length 204
